epoch,train_loss,val_mean_iou,val_accuracy,rac_loss,mrc_loss,att_reg_loss,w_adw,w_odw,bbox_loss
33,0.8709887994058204,0.4410223743509875,0.4566653711620676,10.206083675948056,0.02177965952168134,0.23006707696300566,1.057230706642734,1.0982626070139456,0.5515340113955917
34,0.8760666682864681,0.4617138713910255,0.5036921881072678,10.252059162024295,0.02165378355703345,0.23087947663258424,1.057425242325954,1.0982628474042548,0.555002735035889
35,0.8592001308545921,0.46224367175466,0.5021375825884182,10.055019588903948,0.022212196745429978,0.22741667352842562,1.0565772830063183,1.0982636716834717,0.544036322199937
36,0.8616212985280788,0.4609628166460951,0.5141857753595025,10.082781168908785,0.021755144007814427,0.22752618362393343,1.056601178907272,1.0982648217594098,0.5459632639406305
37,0.8636080540490872,0.4541122342244808,0.49475320637388265,10.120308259039215,0.021908419719671435,0.2284453183356108,1.0568269145443816,1.0982620890793826,0.5467497738021793
38,0.8402524595459302,0.41249294551555205,0.41002720559657985,9.85003116275325,0.022002791676134097,0.22302383130811382,1.0554953818092758,1.0982606515817253,0.5320795925729203
39,0.8481654400175268,0.4549122862984253,0.49164399533618347,9.94865668181217,0.022126448354824926,0.22516025396233255,1.0560198504781972,1.0982651817192373,0.5367354275376508
40,0.8636638779983375,0.4567401971132712,0.502914885347843,10.152291272264538,0.022600473616639097,0.22979008661526623,1.0571607832964436,1.0982659537198285,0.5454876038161192
41,0.8336520734158429,0.46373617154631946,0.5118538670812282,9.805392117572554,0.022155535971802292,0.22226557471986974,1.05530765091364,1.0982644151091645,0.5271595869100455
42,0.8317917444037669,0.4508674722507515,0.48775748153905946,9.789329409599304,0.02261232994743764,0.2223945581890417,1.055337946722675,1.098260795187307,0.5253634790353703
