epoch,train_loss,val_mean_iou,val_accuracy,rac_loss,mrc_loss,att_reg_loss,w_adw,w_odw,bbox_loss
101,0.7728907644748688,0.4344440551738333,0.46793626117372716,9.302824010271015,0.032791308962711783,0.2226448566173062,1.0554241907867576,1.1892186921073233,0.43827246761683264
102,0.7748096184297042,0.4415320262535019,0.4959191605130198,9.231320490981593,0.03529795814079769,0.22369225052270023,1.0556829971883335,1.1892178674867044,0.4388354370088288
103,0.7818952228083755,0.42136551867166516,0.4496696463272445,9.33352878743952,0.035211859513638595,0.22569203453533576,1.05617413234618,1.1892200121720302,0.4426354441678885
104,0.7440863858569752,0.4347151007824148,0.4768752429071123,8.916496554287997,0.03378136806528677,0.215750681857268,1.0537216820100928,1.189218841447302,0.4215250440619209
105,0.793677788250374,0.421828338102966,0.4605518849591916,9.415953799450037,0.03663503218329314,0.22879735055294903,1.0569415326002463,1.1892214755803747,0.44922730886574946
106,0.7414946626533162,0.4411056451387707,0.48970073843762146,8.86910875782822,0.03417398310407545,0.21517619933142806,1.0535793326208678,1.1892188419394507,0.4199851568901178
107,0.750841788631497,0.4345715581051827,0.4807617567042363,8.920304570053563,0.03555888593987082,0.21760591467221577,1.0541809190938292,1.1892209094164796,0.42524554305004353
108,0.7415550235545997,0.4131750890190539,0.4380101049358725,8.830425756627863,0.03525158584005002,0.21546435301954095,1.053651644055846,1.189219177985378,0.41978259420756137
109,0.7350796670624704,0.4340015520818848,0.47104547221142634,8.766734292290428,0.03561999503184449,0.21453293620636968,1.05342083575699,1.1892181858522528,0.4154149170174743
110,0.7313851791800875,0.42329901644885354,0.4477263894286825,8.699938534245346,0.03553490262252815,0.21308466521176425,1.0530621667985136,1.1892200488635023,0.41375471046476653
111,0.7508331035122727,0.43393851700566344,0.4768752429071123,8.918786420244158,0.03697465658752304,0.21899070211432198,1.0545196893135003,1.1892202655345379,0.4239210691415902
112,0.7367607915040219,0.44125231776492013,0.49242129809560825,8.76489906022043,0.03593275450508703,0.21480824247454153,1.0534897767692493,1.1892192455690322,0.41653550321405586
113,0.7487972404017593,0.43008365076523863,0.46987951807228917,8.896022786516133,0.036441394951984736,0.21799287714741447,1.0542753511154326,1.1892164859829089,0.4232412753683148
114,0.7565228344816151,0.4230100726708261,0.46599300427516516,8.974871644106779,0.03782796315623052,0.22098860532948464,1.0550135378837115,1.1892161519651825,0.4266482589822827
115,0.7394160827000936,0.420886141292427,0.44928099494753204,8.832641776402792,0.03574928846774679,0.2160072805755066,1.053786017780708,1.1892192883908146,0.4175886624690258
116,0.7317280321410208,0.42515360333681823,0.4597745821997668,8.740832169850668,0.03560729311835585,0.21399162000778948,1.0532875956457763,1.1892187594074493,0.41323743047136247
117,0.7308676446929122,0.43352953501137914,0.47026816945200156,8.697685001835678,0.03648683344663092,0.21399060663851824,1.0532873839436865,1.1892178777037195,0.4125417516087041
118,0.7336271222793694,0.406770674130771,0.41741158181111543,8.741978447365039,0.03727324829069954,0.21568096880659912,1.0537038588859495,1.1892194003582288,0.4132340618155219
119,0.7416381949728186,0.4213066863999293,0.44889234356781965,8.794364887295348,0.03687000749350497,0.21634683834783958,1.0538698569102145,1.189216460903016,0.41903795211604145
120,0.719396589199702,0.43821829920086147,0.48581422464049745,8.574682384548765,0.03610565003120538,0.21109916509100884,1.0525730431218487,1.189218711447145,0.40598734030217837
121,0.729691763718923,0.43034563307553836,0.458997279440342,8.73293570027207,0.0359625505001256,0.21418572456547708,1.0533339522722733,1.1892204788230587,0.4114369764472499
122,0.7330017008564689,0.4341501328151085,0.48503692188107267,8.723314569935654,0.036706580492583185,0.21473340500484814,1.053469542253512,1.1892170358351908,0.4135626895861192
123,0.7124264207753268,0.43321059537140977,0.47376603186941313,8.526564612533107,0.03581263115911773,0.20982415016853448,1.0522580360313147,1.1892174712295196,0.4015657486337604
124,0.7229087650775909,0.4145899177566245,0.4407306645938593,8.583744816346602,0.0377720066656669,0.2129504692825404,1.0530297429132771,1.189219015740283,0.4071169584086447
125,0.7187777956326803,0.4379004099654991,0.4834823163622231,8.55254950089888,0.037147185996626364,0.21168900958516382,1.0527186027905877,1.1892175859754026,0.4049650679032008
126,0.7226859481045694,0.427532402349839,0.47493198600855036,8.612387621041501,0.03687986373111154,0.2126428731011622,1.052953647470062,1.189217904968619,0.40722636499188164
127,0.7140347016580177,0.44389399623233095,0.49280994947532064,8.497819623080167,0.03716710222828569,0.2105919885364446,1.0524477970960993,1.1892201954448158,0.40215724598277697
128,0.7062063108791005,0.41538961671908203,0.4403420132141469,8.471624529000485,0.03637598928515658,0.20926628189556526,1.0521195731044113,1.189216358559822,0.3970785214142366
129,0.7143129511313004,0.4189458376526443,0.44889234356781965,8.522510947603168,0.03749821144861706,0.21142700264851252,1.0526531820098362,1.1892192317359231,0.40162586055018684
130,0.7199419953606345,0.42981065734273366,0.47065682083171395,8.588505970348011,0.037323750199919396,0.21259937877907897,1.0529435362865986,1.189218079352936,0.4050705853736762
131,0.7074061121001388,0.41524653880959705,0.4446171783909833,8.444142548243205,0.03728079417663993,0.20961023072401683,1.052204942888088,1.1892179619516376,0.3977409878463456
132,0.7076928053841446,0.4297457832565125,0.47065682083171395,8.438905843098958,0.037588585783360585,0.20981115156953986,1.0522546999494053,1.189215840505719,0.39779662986596426
133,0.7025266452269121,0.4347392879622758,0.4865915273999223,8.4044818574732,0.037007768785185885,0.20852780319524533,1.05193693994771,1.1892189791509273,0.39480395091302467
134,0.7056781915101138,0.42494049461569683,0.45083560046638166,8.418759747707483,0.037604366513815796,0.20941578687140436,1.0521551483181362,1.189220131283452,0.396509382760886
135,0.7323235134283702,0.43117366427391507,0.47065682083171395,8.682273822842223,0.03886460635923978,0.2160538643147006,1.053795998174925,1.1892154816898004,0.41182393540035594
136,0.7228345394134521,0.4440750345092117,0.4815390594636611,8.639821045326464,0.037447484142401004,0.21377035979971742,1.053231312923361,1.1892197707118464,0.4063096842982552
137,0.6951064317515402,0.43096273597764545,0.47570928876797514,8.338951655590172,0.036873274403765345,0.20705595842816613,1.0515735485412423,1.1892175644753675,0.3901910682519277
138,0.7086733897527059,0.4219533636701397,0.45277885736494367,8.457819310101597,0.03796113354690147,0.21056968745860186,1.0524418944896659,1.189219528927978,0.39788425609920963
139,0.7179344189889503,0.4186574302014234,0.4442285270112709,8.573642084815285,0.038752852222233104,0.21372513703324578,1.0532191691689177,1.1892176987372511,0.40241155136715284
140,0.6949230172417381,0.434034579457277,0.4636610959968908,8.353374680605802,0.036569030808679986,0.20704606198000186,1.0515692364097438,1.18921763455256,0.39002905081618916
141,0.7033752838770548,0.4327186601301287,0.47532063738826275,8.402072396422877,0.038272491018428945,0.20974335259560384,1.0522353125533308,1.1892195024885812,0.3943430496887727
142,0.726536737427567,0.43161818605528884,0.47337738048970074,8.646032690279412,0.038281698942636,0.21473134272929395,1.0534681938703478,1.1892176644069274,0.4083688949093674
143,0.7362929094921459,0.42225577864225766,0.45122425184609405,8.73626594398961,0.039149168912659994,0.21744030781767584,1.0541383677635145,1.189220090476838,0.41373642430160984
